lane	tile	row	col	rowshift	colshift
2	1626	1	1	0	0
2	1627	1	2	0	0
2	1628	1	3	0	0
2	1629	1	4	0	0
2	1630	1	5	0	0
2	1631	1	6	0	0
2	1632	1	7	0	0
2	1633	1	8	0	0
2	1634	1	9	0	0
2	1635	1	10	0	0
2	1526	2	1	0	0.1715
2	1527	2	2	0	0.1715
2	1528	2	3	0	0.1715
2	1529	2	4	0	0.1715
2	1530	2	5	0	0.1715
2	1531	2	6	0	0.1715
2	1532	2	7	0	0.1715
2	1533	2	8	0	0.1715
2	1534	2	9	0	0.1715
2	1535	2	10	0	0.1715
2	1426	3	1	0	0
2	1427	3	2	0	0
2	1428	3	3	0	0
2	1429	3	4	0	0
2	1430	3	5	0	0
2	1431	3	6	0	0
2	1432	3	7	0	0
2	1433	3	8	0	0
2	1434	3	9	0	0
2	1435	3	10	0	0
2	1326	4	1	0	0.1715
2	1327	4	2	0	0.1715
2	1328	4	3	0	0.1715
2	1329	4	4	0	0.1715
2	1330	4	5	0	0.1715
2	1331	4	6	0	0.1715
2	1332	4	7	0	0.1715
2	1333	4	8	0	0.1715
2	1334	4	9	0	0.1715
2	1335	4	10	0	0.1715
2	1226	5	1	0	0
2	1227	5	2	0	0
2	1228	5	3	0	0
2	1229	5	4	0	0
2	1230	5	5	0	0
2	1231	5	6	0	0
2	1232	5	7	0	0
2	1233	5	8	0	0
2	1234	5	9	0	0
2	1235	5	10	0	0
2	1126	6	1	0	0.1715
2	1127	6	2	0	0.1715
2	1128	6	3	0	0.1715
2	1129	6	4	0	0.1715
2	1130	6	5	0	0.1715
2	1131	6	6	0	0.1715
2	1132	6	7	0	0.1715
2	1133	6	8	0	0.1715
2	1134	6	9	0	0.1715
2	1135	6	10	0	0.1715
