lane	tile	row	col	rowshift	colshift
3	2669	1	1	0	0
3	2670	1	2	0	0
3	2671	1	3	0	0
3	2672	1	4	0	0
3	2673	1	5	0	0
3	2674	1	6	0	0
3	2675	1	7	0	0
3	2676	1	8	0	0
3	2677	1	9	0	0
3	2678	1	10	0	0
3	2569	2	1	0	0.1715
3	2570	2	2	0	0.1715
3	2571	2	3	0	0.1715
3	2572	2	4	0	0.1715
3	2573	2	5	0	0.1715
3	2574	2	6	0	0.1715
3	2575	2	7	0	0.1715
3	2576	2	8	0	0.1715
3	2577	2	9	0	0.1715
3	2578	2	10	0	0.1715
3	2469	3	1	0	0
3	2470	3	2	0	0
3	2471	3	3	0	0
3	2472	3	4	0	0
3	2473	3	5	0	0
3	2474	3	6	0	0
3	2475	3	7	0	0
3	2476	3	8	0	0
3	2477	3	9	0	0
3	2478	3	10	0	0
3	2369	4	1	0	0.1715
3	2370	4	2	0	0.1715
3	2371	4	3	0	0.1715
3	2372	4	4	0	0.1715
3	2373	4	5	0	0.1715
3	2374	4	6	0	0.1715
3	2375	4	7	0	0.1715
3	2376	4	8	0	0.1715
3	2377	4	9	0	0.1715
3	2378	4	10	0	0.1715
3	2269	5	1	0	0
3	2270	5	2	0	0
3	2271	5	3	0	0
3	2272	5	4	0	0
3	2273	5	5	0	0
3	2274	5	6	0	0
3	2275	5	7	0	0
3	2276	5	8	0	0
3	2277	5	9	0	0
3	2278	5	10	0	0
3	2169	6	1	0	0.1715
3	2170	6	2	0	0.1715
3	2171	6	3	0	0.1715
3	2172	6	4	0	0.1715
3	2173	6	5	0	0.1715
3	2174	6	6	0	0.1715
3	2175	6	7	0	0.1715
3	2176	6	8	0	0.1715
3	2177	6	9	0	0.1715
3	2178	6	10	0	0.1715
