lane	tile	row	col	rowshift	colshift
4	2669	1	1	0	0
4	2670	1	2	0	0
4	2671	1	3	0	0
4	2672	1	4	0	0
4	2673	1	5	0	0
4	2674	1	6	0	0
4	2675	1	7	0	0
4	2676	1	8	0	0
4	2677	1	9	0	0
4	2678	1	10	0	0
4	2569	2	1	0	0.1715
4	2570	2	2	0	0.1715
4	2571	2	3	0	0.1715
4	2572	2	4	0	0.1715
4	2573	2	5	0	0.1715
4	2574	2	6	0	0.1715
4	2575	2	7	0	0.1715
4	2576	2	8	0	0.1715
4	2577	2	9	0	0.1715
4	2578	2	10	0	0.1715
4	2469	3	1	0	0
4	2470	3	2	0	0
4	2471	3	3	0	0
4	2472	3	4	0	0
4	2473	3	5	0	0
4	2474	3	6	0	0
4	2475	3	7	0	0
4	2476	3	8	0	0
4	2477	3	9	0	0
4	2478	3	10	0	0
4	2369	4	1	0	0.1715
4	2370	4	2	0	0.1715
4	2371	4	3	0	0.1715
4	2372	4	4	0	0.1715
4	2373	4	5	0	0.1715
4	2374	4	6	0	0.1715
4	2375	4	7	0	0.1715
4	2376	4	8	0	0.1715
4	2377	4	9	0	0.1715
4	2378	4	10	0	0.1715
4	2269	5	1	0	0
4	2270	5	2	0	0
4	2271	5	3	0	0
4	2272	5	4	0	0
4	2273	5	5	0	0
4	2274	5	6	0	0
4	2275	5	7	0	0
4	2276	5	8	0	0
4	2277	5	9	0	0
4	2278	5	10	0	0
4	2169	6	1	0	0.1715
4	2170	6	2	0	0.1715
4	2171	6	3	0	0.1715
4	2172	6	4	0	0.1715
4	2173	6	5	0	0.1715
4	2174	6	6	0	0.1715
4	2175	6	7	0	0.1715
4	2176	6	8	0	0.1715
4	2177	6	9	0	0.1715
4	2178	6	10	0	0.1715
